timestamp,trend_donchian_mtf_btc,trend_donchian_adx_slope_eth,trend_donchian_adx_slope_btc,trend_donchian_mtf_xrp,trend_donchian_mtf_bnb,momentum_ranking_eth,momentum_ranking_bnb,momentum_ranking_sol,grid_trend_bias_xrp,tail_risk_hedge_bnb,tail_risk_hedge_sol,grid_trend_bias_btc,grid_trend_bias_sol,tail_risk_hedge_btc,grid_trend_bias_eth,breakout_squeeze_btc
2024-01-23,25.728364656700652,16.847975442417923,22.45794045755028,6.0,3.021878814740141,22.281822114648065,18.615496800745145,19.969402542051743,10.329534322978702,9.15050046338109,13.366029142791147,6.831945952127647,9.777147402566822,6.582475112308077,18.115926901755966,4.571321508224178
2024-01-24,25.728364656700652,16.895103487899686,22.357371537886987,6.0,3.021878814740141,22.211746302459712,18.265661154717478,19.086786946755367,10.329534322978702,9.15050046338109,14.06646771714032,6.831945952127647,9.777147402566822,6.582475112308077,18.115926901755966,4.571321508224178
2024-01-25,25.728364656700652,17.00607165172908,22.424204301669587,6.0,3.021878814740141,22.046745099292806,18.213902939708035,19.45788895536833,10.329534322978702,9.15050046338109,13.771963333537522,6.831945952127647,9.777147402566822,6.582475112308077,18.115926901755966,4.571321508224178
2024-01-26,25.728364656700652,16.76246400374493,21.708196656564173,6.0,3.021878814740141,22.530814894125836,18.836872298677093,18.384329592454094,10.103357447720928,9.15050046338109,14.623933765111817,6.831945952127647,9.733648382539565,6.582475112308077,18.115926901755966,4.571321508224178
2024-01-27,25.728364656700652,16.76246400374493,21.708196656564173,6.0,3.021878814740141,22.533498648635177,19.06198935432057,17.98945947887615,10.141012173398979,9.15050046338109,14.937300377804354,6.831945952127647,9.5234594990264,6.582475112308077,18.115926901755966,4.571321508224178
2024-01-28,25.728364656700652,16.76246400374493,21.516630411152725,6.0,3.021878814740141,22.424259900273473,19.034551264436047,17.647917802488553,10.261621845207905,9.15050046338109,15.208345854640081,6.831945952127647,9.341657278081783,6.582475112308077,18.115926901755966,4.571321508224178
2024-01-29,25.728364656700652,16.76246400374493,22.165131939327193,6.0,3.021878814740141,23.025818503626553,19.37316223732914,16.514438847225613,10.261621845207905,9.15050046338109,16.107868124255734,6.831945952127647,8.738307802139845,6.582475112308077,17.914567379235265,4.571321508224178
2024-01-30,25.728364656700652,16.527988451192765,21.975983526766875,6.0,3.021878814740141,23.27858841908043,19.181095608137475,16.564771304798526,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,8.765099708384316,6.582475112308077,17.713724692947,4.571321508224178
2024-01-31,25.728364656700652,16.10489961170046,21.815367071832092,6.0,3.021878814740141,22.682695519691517,18.74083898408126,17.455376179074722,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,8.994508354132673,6.582475112308077,18.041095333591397,4.571321508224178
2024-02-01,25.728364656700652,15.912701735443678,21.815367071832092,6.0,3.021878814740141,22.894712125929477,18.716518858956345,17.28300748508496,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.074604324803142,6.582475112308077,18.041095333591397,4.571321508224178
2024-02-02,25.728364656700652,15.912701735443678,21.815367071832092,6.0,3.021878814740141,22.927267121749924,18.786984862523415,16.72695366808901,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.178703693560529,6.582475112308077,18.041095333591397,4.571321508224178
2024-02-03,25.728364656700652,15.912701735443678,21.815367071832092,6.0,3.021878814740141,22.927267121749924,18.68658639726414,17.255045008655564,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.178703693560529,6.582475112308077,18.041095333591397,4.571321508224178
2024-02-04,25.728364656700652,15.912701735443678,21.815367071832092,6.0,3.021878814740141,22.927267121749924,19.002124430936156,17.7471845938129,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.178703693560529,6.582475112308077,18.041095333591397,4.571321508224178
2024-02-05,25.728364656700652,15.912701735443678,21.815367071832092,6.0,3.021878814740141,22.927267121749924,18.778254561196523,17.716425869740565,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.178703693560529,6.582475112308077,18.041095333591397,4.571321508224178
2024-02-06,25.728364656700652,15.912701735443678,21.815367071832092,6.0,3.021878814740141,22.927267121749924,18.88052380531156,17.466561169646482,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.178703693560529,6.582475112308077,18.041095333591397,4.571321508224178
2024-02-07,25.728364656700652,15.912701735443678,21.815367071832092,6.0,3.021878814740141,22.927267121749924,19.1698709350029,16.6119080507795,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.178703693560529,6.582475112308077,18.041095333591397,4.568580360008173
2024-02-08,25.728364656700652,15.684245956602052,21.736407758406077,6.0,3.021878814740141,22.927267121749924,19.863929890490954,16.290938767764956,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.178703693560529,6.582475112308077,18.041095333591397,4.665762487541138
2024-02-09,25.728364656700652,16.115329929875504,22.623263143862737,6.0,3.021878814740141,22.927267121749924,20.190692597297545,15.443445520880513,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.178703693560529,6.582475112308077,18.041095333591397,4.8561277325866214
2024-02-10,25.728364656700652,16.20585237673016,22.91928173895425,6.0,3.021878814740141,22.927267121749924,20.116485036018947,15.443445520880513,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.178703693560529,6.582475112308077,18.041095333591397,4.919668703658923
2024-02-11,25.728364656700652,16.250594846880386,23.193357025374752,6.0,3.021878814740141,22.927267121749924,19.981788958404017,15.443445520880513,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.178703693560529,6.582475112308077,18.041095333591397,4.978499500557657
2024-02-12,25.728364656700652,17.254447282236335,23.9809153378956,6.0,3.021878814740141,22.927267121749924,20.432646662642888,15.434185009874591,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.573381920860875,6.582475112308077,18.041095333591397,5.147550434463234
2024-02-13,25.728364656700652,17.124240209683222,23.8622198039027,6.0,3.021878814740141,22.91351901034372,20.22311943079744,15.544964933963474,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.573381920860875,6.582475112308077,18.041095333591397,5.122072205673173
2024-02-14,25.728364656700652,18.001646533745067,24.883423936977536,6.0,3.021878814740141,24.087554543600163,20.79495416770898,16.17386891697679,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.573381920860875,6.582475112308077,18.041095333591397,5.341275672464041
2024-02-15,25.476620906540973,18.315492266393008,24.919579979492365,6.0,3.021878814740141,24.5075036959881,22.068330975531623,15.691244160410015,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.573381920860875,6.582475112308077,18.041095333591397,5.349036637787227
2024-02-16,25.59939329666257,17.999335033986448,25.039667977274014,6.0,3.021878814740141,24.326595848316853,22.464936092953366,15.239251682782871,10.261621845207905,9.15050046338109,16.058283825552813,6.831945952127647,9.625362821199777,6.582475112308077,18.041095333591397,5.374813761656137
2024-02-17,25.02710605358469,17.999335033986448,24.479893673710038,6.0,3.021878814740141,24.185513757039413,21.97603921864732,15.239251682782871,10.261621845207905,9.15050046338109,16.04865463277315,6.831945952127647,9.504688296374242,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-18,25.02710605358469,17.999335033986448,24.479893673710038,6.0,3.021878814740141,25.019772248818345,21.817646608859388,15.239251682782871,10.261621845207905,9.15050046338109,16.539942983257188,6.831945952127647,9.74524385870904,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-19,25.02710605358469,18.056317058309133,24.479893673710038,6.0,3.021878814740141,25.56613997869166,21.9398708274359,15.239251682782871,10.261621845207905,9.15050046338109,16.43879971182101,6.831945952127647,9.74524385870904,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-20,25.02710605358469,18.489318148852355,24.479893673710038,6.0,3.021878814740141,26.179231034636526,22.128819491867958,15.239251682782871,10.261621845207905,9.15050046338109,15.961792143475703,6.831945952127647,9.74524385870904,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-21,25.02710605358469,18.197872750235945,24.479893673710038,6.0,3.021878814740141,25.76657025596772,23.614841496295657,15.239251682782871,10.261621845207905,9.15050046338109,15.475214978851865,6.831945952127647,9.74524385870904,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-22,25.02710605358469,18.217175799135056,24.479893673710038,6.0,3.021878814740141,25.793901657414455,23.841829330794894,15.239251682782871,10.261621845207905,9.15050046338109,14.988196140553635,6.831945952127647,9.74524385870904,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-23,25.02710605358469,17.914148571179176,24.479893673710038,6.0,3.021878814740141,25.364842037877604,23.402819892642526,15.239251682782871,10.261621845207905,9.15050046338109,14.718480750057154,6.831945952127647,9.74524385870904,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-24,25.02710605358469,18.349478283494353,24.479893673710038,6.0,3.021878814740141,25.98123021526684,23.77572847789127,15.239251682782871,10.261621845207905,9.15050046338109,15.32813764527873,6.831945952127647,9.74524385870904,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-25,25.02710605358469,19.09004128649673,24.479893673710038,6.0,3.021878814740141,27.029801600929694,24.212867137187878,15.239251682782871,10.261621845207905,9.15050046338109,15.24790026109719,6.831945952127647,9.74524385870904,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-26,25.02710605358469,19.478308327210268,24.479893673710038,6.0,3.059312173200677,27.579553218601177,25.034762647819733,15.239251682782871,10.261621845207905,9.15050046338109,16.19970702941583,6.831945952127647,9.280915221562996,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-27,25.595176140906077,19.885081783058823,25.035543028736083,6.0,3.004521024579861,28.155508275120006,24.586399315388544,15.239251682782871,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,9.427719392832776,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-28,28.02282643168709,20.75580248720949,27.41011325943035,6.0,3.159292683618634,29.388371396252282,25.85291660074006,15.239251682782871,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,8.410562966263434,6.582475112308077,18.041095333591397,5.254657111298479
2024-02-29,27.44674493696339,20.474370836287214,26.84662766473019,6.0,3.0434633419420667,29.007293570366368,24.920021544666273,15.239251682782871,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,7.82260484597588,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-01,27.997130129610436,20.474370836287214,27.38497880156306,6.0,3.0434633419420667,29.81135737102319,25.42076668505882,15.239251682782871,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,7.480895894289215,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-02,27.821919916323385,20.474370836287214,27.21359952252729,6.0,3.0434633419420667,29.712530494045943,25.640271404135007,15.239251682782871,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,7.488905692989439,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-03,28.332527412736592,20.474370836287214,27.713042694040293,6.0,3.0434633419420667,30.29681512052949,25.862270495018876,15.239251682782871,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,7.488905692989439,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-04,30.627660124745336,20.474370836287214,29.957992814790686,6.0,3.0434633419420667,31.49375697118891,26.12043797711416,15.239251682782871,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,7.488905692989439,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-05,27.567824244106973,18.68954941259525,26.965059598435,6.0,3.0434633419420667,30.849169728814946,24.58141057177318,15.239251682782871,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,7.856764958767358,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-06,27.567824244106973,18.68954941259525,26.965059598435,6.0,3.0434633419420667,33.165224010775944,26.79204758633306,15.239251682782871,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,8.350766811534026,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-07,27.567824244106973,18.68954941259525,26.965059598435,6.0,3.2889975920080907,33.5932424340672,29.592603533410188,15.230113614614105,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,8.350766811534026,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-08,27.567824244106973,18.68954941259525,26.965059598435,6.0,3.3634340773903832,33.71775215176899,30.262342363773325,15.323400003970058,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,8.350766811534026,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-09,27.567824244106973,18.68954941259525,26.965059598435,6.0,3.382563006594771,33.90959256001894,30.434454018503512,15.275276072953098,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,8.350766811534026,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-10,27.567824244106973,18.68954941259525,26.965059598435,6.0,3.66700186693828,33.675930769237794,32.99367949318722,15.282997055292084,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,8.350766811534026,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-11,27.567824244106973,18.68954941259525,26.965059598435,6.0,3.625209315089562,35.31841784665591,32.61765294317887,15.765822868682038,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,8.750171898612164,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-12,27.567824244106973,18.68954941259525,26.965059598435,6.0,3.726606501415721,34.569277147953954,33.52996943183927,15.992058227902435,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,8.750171898612164,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-13,27.567824244106973,18.68954941259525,26.965059598435,6.0,4.373455400924971,34.782548845592295,39.349962452117786,17.35158572085194,10.261621845207905,9.15050046338109,15.956923427338301,6.831945952127647,8.750171898612164,6.582475112308077,18.041095333591397,5.254657111298479
2024-03-14,27.567824244106973,18.68954941259525,26.965059598435,6.0,4.184453263459877,33.70864168462008,37.64942447222927,18.704978734682797,10.261596719769534,9.15050046338109,15.956923427338301,6.831945952127647,8.750171898612164,6.582475112308077,18.201706291485795,5.254657111298479
2024-03-15,27.567824244106973,18.577249371496233,26.965059598435,6.0,4.3872476361121935,32.49399949778564,39.47405744955007,19.477500036106726,9.725383096013289,9.15050046338109,15.956923427338301,6.831945952127647,8.750171898612164,6.582475112308077,17.545834110670636,5.254657111298479
2024-03-16,27.567824244106973,19.677538750631193,26.948890264276436,6.0,3.995547435994864,30.590172162724453,35.97133583860991,19.269033512954127,9.247386951407721,9.15050046338109,15.956923427338301,6.831945952127647,8.750171898612164,6.582475112308077,16.51782158181527,5.254657111298479
2024-03-17,27.567824244106973,19.02568911167114,25.602231195069386,6.0,3.995547435994864,31.64360246420006,35.638337202284106,21.360890892412296,9.495577257260612,9.15050046338109,15.956923427338301,6.831945952127647,8.750171898612164,6.582475112308077,17.08664393678897,5.254657111298479
2024-03-18,27.567824244106973,19.02568911167114,25.602231195069386,6.0,3.995547435994864,30.571517396657633,34.65056596644127,20.74543340980197,9.518971185237849,9.15050046338109,15.956923427338301,6.831945952127647,8.750171898612164,6.582475112308077,16.507748539535445,5.254657111298479
2024-03-19,27.567824244106973,20.14893805078059,26.058195304130837,6.0,3.995547435994864,27.426844435914656,31.676027585778186,17.971591179360573,9.518971185237849,9.15050046338109,15.956923427338301,6.831945952127647,8.744924943645977,6.582475112308077,14.80971471931372,5.254657111298479
2024-03-20,27.567824244106973,18.11882490242184,24.482956358974267,6.0,3.995547435994864,30.522667939468707,34.73350382904676,20.298356802310327,9.518971185237849,9.15050046338109,15.956923427338301,6.831945952127647,9.871196177401146,6.582475112308077,16.471482401435633,5.254657111298479
2024-03-21,27.567824244106973,18.11882490242184,24.482956358974267,6.0,3.995547435994864,30.326228914467404,34.55515624479736,18.98885704424219,9.518971185237849,9.15050046338109,15.956923427338301,6.831945952127647,9.871196177401146,6.582475112308077,16.471482401435633,5.254657111298479
2024-03-22,27.567824244106973,18.11882490242184,24.482956358974267,6.0,3.995547435994864,28.971285533539714,34.56638091793194,18.5363863258014,9.518971185237849,9.15050046338109,15.956923427338301,6.831945952127647,9.871196177401146,6.582475112308077,16.471482401435633,5.254657111298479
2024-03-23,27.567824244106973,18.11882490242184,24.482956358974267,6.0,3.995547435994864,28.90152538508519,34.431684840317004,18.268584582208106,9.518971185237849,9.15050046338109,15.947355014329704,6.831945952127647,9.871196177401146,6.582475112308077,16.471482401435633,5.254657111298479
2024-03-24,27.567824244106973,18.11882490242184,24.482956358974267,6.0,3.995547435994864,29.996516770030595,35.44252901538092,19.463115740242316,9.518971185237849,9.15050046338109,16.990107525731297,6.831945952127647,9.871196177401146,6.582475112308077,16.471482401435633,5.254657111298479
2024-03-25,27.567824244106973,18.11882490242184,24.089604132772635,6.0,3.995547435994864,31.1746303219156,36.63483873945383,20.009084381801777,9.518971185237849,9.15050046338109,17.466704698022337,6.831945952127647,9.871196177401146,6.582475112308077,16.471482401435633,5.254657111298479
2024-03-26,27.567824244106973,18.11882490242184,24.13218785386746,6.0,3.995547435994864,31.145997425161873,36.203312416724515,20.16160022471707,9.518971185237849,9.15050046338109,17.599841684160204,6.831945952127647,9.871196177401146,6.582475112308077,16.471482401435633,5.254657111298479
2024-03-27,27.567824244106973,18.11882490242184,23.73134508221955,6.0,3.995547435994864,30.411520240251978,35.84412287641803,19.72002349505594,9.518971185237849,9.15050046338109,17.214372254808193,6.831945952127647,10.149095468748573,6.582475112308077,16.471482401435633,5.254657111298479
2024-03-28,27.567824244106973,18.11882490242184,23.73134508221955,6.0,3.995547435994864,30.923441727667026,36.40722731200268,20.080053959191627,9.518971185237849,9.15050046338109,17.52865679073975,6.831945952127647,10.328187898444039,6.582475112308077,16.471482401435633,5.254657111298479
2024-03-29,27.567824244106973,18.11882490242184,23.73134508221955,6.0,3.995547435994864,30.476334706539955,38.18571441088132,20.328394596615418,9.518971185237849,9.15050046338109,17.74544295124718,6.831945952127647,10.328187898444039,6.582475112308077,16.471482401435633,5.254657111298479
2024-03-30,27.567824244106973,18.11882490242184,23.73134508221955,6.0,3.995547435994864,30.44336349209627,37.43116693905693,20.55589915841209,9.518971185237849,9.15050046338109,17.94404049436962,6.831945952127647,10.328187898444039,6.582475112308077,16.471482401435633,5.254657111298479
2024-03-31,27.567824244106973,18.11882490242184,23.73134508221955,6.0,3.995547435994864,31.65922040788391,37.79160366526725,21.436619979463163,9.518971185237849,9.15050046338109,18.712855808911947,6.831945952127647,10.328187898444039,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-01,27.567824244106973,18.11882490242184,23.73134508221955,6.0,3.995547435994864,30.424795492383254,35.945144934629226,20.34478846322559,9.518971185237849,9.15050046338109,17.759753792336895,6.831945952127647,10.548926456328093,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-02,27.567824244106973,18.576008480914258,24.15382693925551,6.0,3.995547435994864,28.465958289013404,34.411729865855534,19.20409186512665,9.518971185237849,9.15050046338109,16.76399555328654,6.702125494913591,9.963444722826189,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-03,27.567824244106973,18.4011019562261,23.987998588054246,6.0,3.995547435994864,28.748209237922072,35.054030606334145,19.20409186512665,9.518971185237849,9.15050046338109,16.76399555328654,6.749865322926387,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-04,27.567824244106973,18.313137900157905,23.38365301992598,6.0,3.995547435994864,28.8901589927375,36.43903055255065,19.19257631933505,9.518971185237849,9.15050046338109,16.76399555328654,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-05,27.567824244106973,18.366851892830354,23.38365301992598,6.0,3.995547435994864,28.803479405292137,36.02247046066743,20.20086855190202,9.518971185237849,9.15050046338109,16.76399555328654,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-06,27.567824244106973,18.186783663140634,23.38365301992598,6.0,3.995547435994864,29.094059924165528,36.48081128032935,19.750769734552264,9.518971185237849,9.15050046338109,16.76399555328654,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-07,27.567824244106973,17.622686764306184,23.38365301992598,6.0,3.995547435994864,29.986365106636093,36.383530779829684,19.662480318550585,9.518971185237849,9.15050046338109,16.76399555328654,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-08,27.567824244106973,17.573812232065823,23.677833130604785,6.0,3.995547435994864,32.082726980777615,36.587445675107844,19.536665294803214,9.518971185237849,9.15050046338109,16.76399555328654,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-09,27.567824244106973,16.777252805313623,22.885957866413897,6.0,3.995547435994864,30.44154139866649,36.219525833474464,20.398086468165506,9.518971185237849,9.15050046338109,16.76399555328654,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-10,27.567824244106973,16.777252805313623,22.885957866413897,6.0,3.995547435994864,30.7815787392054,38.04104084603565,20.30635720478714,9.518971185237849,9.15050046338109,16.76399555328654,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-11,27.567824244106973,16.777252805313623,22.885957866413897,6.0,3.995547435994864,30.406661324439227,37.71801969694058,20.404444973922413,9.518971185237849,9.15050046338109,16.76399555328654,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-12,27.567824244106973,16.603440776749753,22.885957866413897,6.0,3.995547435994864,28.09754835078217,37.116252498336834,22.41988282326412,9.518971185237849,9.15050046338109,16.76399555328654,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-13,27.567824244106973,17.820808237516466,23.16861026510936,6.0,3.995547435994864,26.06163420058116,34.505268808643685,23.951657283883534,9.518971185237849,9.15050046338109,16.75394318737412,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-14,27.567824244106973,17.038690445965194,22.57677679548759,6.0,3.995547435994864,26.06163420058116,35.29536107872757,22.625752476868975,9.518971185237849,9.15050046338109,18.293011393830522,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-15,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,26.06163420058116,34.433555619172765,23.954263228865877,9.518971185237849,9.15050046338109,16.750918289169604,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-16,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,26.06163420058116,33.51936835165661,24.189736417470115,9.518971185237849,9.15050046338109,16.477588487409776,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-17,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,26.06163420058116,33.296122074868904,24.64859120996053,9.518971185237849,9.15050046338109,15.944964411559063,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-18,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,26.06163420058116,34.41921298127859,23.58786736434888,9.518971185237849,9.15050046338109,17.176218976724183,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-19,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,26.046006596623183,34.532706898528204,23.5371035560929,9.518971185237849,9.15050046338109,17.235143993748103,7.002684811400393,10.394341400541485,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-20,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,25.19852727457954,35.567871198717036,22.629088086446373,9.518971185237849,9.15050046338109,18.289139524128743,7.002684811400393,10.38721503519554,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-21,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,25.27167991626097,36.12536329773439,22.881447798536172,9.518971185237849,9.15050046338109,17.99620838200367,7.002684811400393,10.553612269347875,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-22,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,24.820401440247192,37.688087235248375,22.032222447691233,9.518971185237849,9.15050046338109,18.981962208890486,7.002684811400393,9.993662551611783,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-23,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,24.65516855029542,37.77351946966155,22.257167618566815,9.518971185237849,9.15050046338109,18.709620484079366,7.002684811400393,10.141983588910724,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-24,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,25.33042370427788,37.94376034553598,22.989125445206458,9.518971185237849,9.15050046338109,18.709620484079366,7.002684811400393,10.358286865728537,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-25,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,25.19741890122073,38.19818626991973,23.292978630147296,9.518971185237849,9.15050046338109,18.698401443213438,7.002684811400393,10.358286865728537,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-26,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,25.405963611655213,37.2578080984229,23.875042501402742,9.518971185237849,9.15050046338109,17.97725524358845,7.002684811400393,10.358286865728537,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-27,27.567824244106973,17.038690445965194,22.34775649269072,6.0,3.995547435994864,24.34883120581828,37.14992651774057,23.662397390843804,9.518971185237849,9.15050046338109,18.229766806682736,7.002684811400393,10.358286865728537,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-28,27.567824244106973,16.79489912149587,22.34775649269072,6.0,3.995547435994864,24.2779805703436,37.39312776898975,24.008466884498546,9.518971185237849,9.15050046338109,18.229766806682736,7.002684811400393,10.358286865728537,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-29,27.567824244106973,16.34573763838667,21.766669163014054,6.0,3.995547435994864,24.67878542878698,36.95536551674122,24.029001730959386,9.518971185237849,9.15050046338109,18.229766806682736,7.002684811400393,10.358286865728537,6.582475112308077,16.471482401435633,5.254657111298479
2024-04-30,27.567824244106973,15.861749764470705,22.911441263219576,6.0,3.995547435994864,26.406910014149414,36.026212018378956,25.1797870351607,9.518971185237849,9.15050046338109,18.21883550537951,7.002684811400393,10.358286865728537,6.582475112308077,16.471482401435633,5.254657111298479
2024-05-01,27.567824244106973,16.09594133338067,23.752155694794425,6.0,3.995547435994864,26.764744090066635,35.01162628560352,24.3608948839102,9.518971185237849,9.15050046338109,19.348623339221408,7.002684811400393,10.358286865728537,6.582475112308077,16.471482401435633,5.254657111298479
2024-05-02,27.567824244106973,16.01676148199081,23.490607268415683,6.0,3.995547435994864,26.64376087497811,34.93430075956532,24.04849419942729,9.518971185237849,9.15050046338109,19.779628193857892,7.002684811400393,10.358286865728537,6.582475112308077,16.471482401435633,5.254657111298479
2024-05-03,27.567824244106973,15.508065967896737,23.24415671149736,6.0,3.995547435994864,25.65449502249598,36.58308052444439,23.415874995514443,9.518971185237849,9.15050046338109,20.652423810404034,7.002684811400393,10.358286865728537,6.582475112308077,16.31857605699906,5.254657111298479
2024-05-04,27.567824244106973,15.429727017225968,23.24415671149736,6.0,3.995547435994864,25.52976038988533,36.46646864243517,23.165704277209812,9.518971185237849,9.15050046338109,20.99757284314596,7.002684811400393,10.358286865728537,6.582475112308077,16.240233868808467,5.254657111298479
2024-05-05,27.567824244106973,15.272672319638781,23.24415671149736,6.0,3.995547435994864,25.361117120367997,36.889264663837594,23.20051970217387,9.518971185237849,9.15050046338109,20.936969878994386,7.002684811400393,10.358286865728537,6.582475112308077,16.134313945198766,5.254657111298479
2024-05-06,27.567824244106973,14.818620178054674,23.24415671149736,6.0,3.995547435994864,25.989820593280452,36.65541730686722,22.459284711397103,9.518971185237849,9.15050046338109,20.936969878994386,7.002684811400393,10.358286865728537,6.582475112308077,16.375804013396174,5.254657111298479
